,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
129,10.0,14.0,0.0,64.0,35.0,31.0,24.0,30.15,30.17,30.17,-0.173648,0.984808,0,1,0,2013,12,24,855,0,1153,11,UA,N13716,1162,EWR,JAC,269,1874,8,55
130,0.25,16.0,0.0,94.0,75.0,74.0,73.0,29.88,29.91,29.9,0.173648,-0.984808,0,1,0,2013,8,9,948,-1,1232,-12,UA,N37252,1211,EWR,FLL,150,1065,9,48
131,10.0,25.0,0.0,35.0,36.0,28.0,11.0,29.88,29.9,29.9,-0.939693,0.34202,0,1,0,2013,3,14,1359,9,1540,-5,MQ,N511MQ,4577,LGA,CLT,83,544,13,59
132,10.0,18.0,0.0,57.0,86.0,74.0,69.0,30.01,30.03,30.03,-0.173648,-0.984808,0,1,0,2013,9,11,1528,-2,1728,13,WN,N469WN,1013,LGA,STL,134,888,15,28
133,10.0,24.0,0.0,42.0,76.0,62.0,51.0,29.78,29.8,29.8,-0.766044,0.642788,1,0,0,2013,6,12,1358,-1,1615,-17,DL,N6700,2247,LGA,ATL,106,762,13,58
134,9.0,11.0,0.0,79.0,46.0,43.0,40.0,29.82,29.84,29.84,0.642788,-0.766044,0,1,0,2013,3,31,1810,-5,2017,-19,9E,N928XJ,3470,JFK,DTW,84,509,18,10
135,10.0,5.0,0.0,42.0,26.0,21.0,6.0,30.45,30.47,30.47,0.766044,0.642788,1,0,0,2013,2,7,734,-6,1027,-38,DL,N647DL,1889,JFK,SEA,330,2422,7,34
136,10.0,18.0,0.0,55.0,36.0,31.0,21.0,29.97,29.99,29.99,-0.984808,-0.173648,1,0,0,2013,1,4,1942,-3,2249,-40,B6,N637JB,645,JFK,SFO,333,2586,19,42
137,10.0,10.0,0.0,35.0,51.0,40.0,24.0,30.16,30.18,30.18,-0.766044,0.642788,1,0,0,2013,10,25,1857,-8,2109,31,EV,N741EV,5383,LGA,ROC,45,254,18,57
138,10.0,5.0,0.0,42.0,25.0,20.0,5.0,30.42,30.44,30.44,-2.45e-16,1.0,1,0,0,2013,2,7,555,-5,920,9,B6,N618JB,135,JFK,RSW,174,1074,5,55
139,10.0,18.0,0.0,32.0,27.0,21.0,1.0,30.32,30.34,30.34,-0.766044,0.642788,1,0,0,2013,11,24,1920,-5,2218,-27,AA,N3FHAA,2437,LGA,MIA,146,1096,19,20
140,10.0,7.0,0.0,60.0,38.0,33.0,25.0,29.76,29.78,29.78,1.22e-16,-1.0,1,0,0,2013,3,24,2005,5,2248,-37,UA,N39726,1466,EWR,LAX,315,2454,20,5
141,10.0,11.0,0.0,79.0,42.0,39.0,36.0,29.93,29.95,29.95,0.173648,-0.984808,0,1,0,2013,2,15,1818,13,1948,-2,WN,N216WR,551,LGA,BNA,130,764,18,18
142,10.0,5.0,0.0,33.0,63.0,49.0,33.0,30.39,30.41,30.41,0.766044,0.642788,0,1,0,2013,9,17,1341,-6,1609,-22,UA,N816UA,431,EWR,DFW,182,1372,13,41
143,10.0,14.0,0.0,75.0,66.0,61.0,58.0,30.11,30.14,30.13,1.22e-16,-1.0,0,1,0,2013,10,31,1044,-1,1356,-1,DL,N319NB,954,LGA,FLL,153,1076,10,44
144,10.0,10.0,0.02,78.0,65.0,61.0,58.0,29.74,29.76,29.76,0.766044,-0.642788,0,1,0,2013,6,13,806,-9,1045,15,9E,N919XJ,3538,JFK,MSP,157,1029,8,6
145,10.0,26.0,0.0,40.0,46.0,37.0,23.0,30.1,30.12,30.12,-0.34202,0.939693,1,0,0,2013,11,19,1629,-6,1756,-19,MQ,N614MQ,2949,JFK,BNA,126,765,16,29
146,10.0,11.0,0.0,45.0,44.0,36.0,24.0,29.85,29.87,29.87,-0.984808,0.173648,1,0,0,2013,3,13,2051,68,2150,57,EV,N14923,4312,EWR,DCA,45,199,20,51
147,10.0,9.0,0.0,29.0,65.0,50.0,32.0,30.37,30.39,30.39,0.766044,0.642788,0,1,0,2013,9,17,1437,-8,1736,-22,UA,N505UA,841,JFK,LAX,325,2475,14,37
148,10.0,8.0,0.0,59.0,73.0,64.0,58.0,30.24,30.26,30.26,0.939693,-0.34202,1,0,0,2013,8,18,1051,-4,1335,-23,B6,N746JB,971,LGA,FLL,148,1076,10,51
149,10.0,11.0,0.0,43.0,43.0,35.0,22.0,29.98,30.01,30.0,-0.5,0.866025,1,0,0,2013,3,5,1153,-7,1526,15,DL,N717TW,863,JFK,LAX,343,2475,11,53
150,10.0,11.0,0.0,65.0,43.0,38.0,32.0,30.36,30.38,30.38,-0.766044,-0.642788,0,1,0,2013,1,8,1859,-6,2158,-27,AA,N322AA,21,JFK,LAX,337,2475,18,59
151,10.0,13.0,0.0,25.0,61.0,46.0,25.0,30.16,30.18,30.18,-0.34202,-0.939693,0,1,0,2013,4,25,1638,-7,1949,-15,B6,N298JB,139,JFK,RSW,163,1074,16,38
152,10.0,13.0,0.0,42.0,65.0,53.0,41.0,29.88,29.9,29.9,-0.984808,-0.173648,0,1,0,2013,10,18,1755,56,2031,61,EV,N14959,4705,EWR,ATL,123,746,17,55
153,3.0,21.0,0.0,70.0,33.0,30.0,24.0,30.23,30.25,30.25,0.984808,0.173648,0,1,0,2013,3,18,1607,-3,1742,-2,9E,N928XJ,3354,JFK,BOS,33,187,16,7
154,0.12,3.0,0.0,100.0,41.0,41.0,41.0,29.67,29.69,29.69,0.5,0.866025,0,1,0,2013,2,11,2010,215,2324,213,B6,N279JB,139,JFK,RSW,162,1074,20,10
155,5.0,13.0,0.0,86.0,49.0,47.0,45.0,29.69,29.71,29.71,-0.766044,-0.642788,1,0,0,2013,4,1,923,-6,1039,-5,EV,N16918,4636,EWR,DCA,60,199,9,23
156,9.0,5.0,0.0,82.0,43.0,41.0,38.0,29.61,29.63,29.63,-0.939693,-0.34202,1,0,0,2013,2,28,816,-4,922,-17,9E,N8797A,4051,JFK,BWI,42,184,8,16
157,8.0,9.0,0.0,67.0,76.0,68.0,64.0,30.03,30.06,30.05,-0.34202,-0.939693,0,1,0,2013,10,4,1122,-3,1414,-11,UA,N554UA,398,JFK,LAX,323,2475,11,22
158,10.0,5.0,0.0,40.0,64.0,52.0,39.0,30.07,30.09,30.09,-0.642788,0.766044,1,0,0,2013,4,8,1150,-10,1502,-3,AA,N336AA,3,JFK,LAX,345,2475,11,50
159,10.0,9.0,0.0,78.0,66.0,62.0,59.0,30.01,30.03,30.03,1.22e-16,-1.0,0,1,0,2013,9,20,1948,-12,2112,-20,UA,N814UA,695,LGA,ORD,106,733,19,48
160,0.625,5.0,0.0,97.0,56.0,55.0,55.0,29.95,29.98,29.97,0.642788,-0.766044,0,1,0,2013,11,17,2019,14,2335,25,B6,N531JB,1201,JFK,FLL,144,1069,20,19
161,10.0,21.0,0.0,40.0,52.0,42.0,28.0,29.98,30.0,30.0,-0.939693,0.34202,1,0,0,2013,11,10,1907,7,2053,13,MQ,N857MQ,3591,LGA,RDU,68,431,19,7
162,10.0,13.0,0.0,54.0,74.0,63.0,56.0,30.12,30.14,30.14,0.173648,-0.984808,0,1,0,2013,6,9,1534,-6,1721,-20,US,N738US,1899,LGA,CLT,87,544,15,34
163,10.0,8.0,0.0,84.0,58.0,55.0,53.0,30.29,30.31,30.31,0.766044,-0.642788,1,0,0,2013,5,18,1707,-8,2020,-18,DL,N318NB,1863,JFK,SAT,220,1587,17,7
164,10.0,10.0,0.0,44.0,36.0,29.0,16.0,30.33,30.35,30.35,-0.984808,-0.173648,1,0,0,2013,11,13,2157,57,2355,27,DL,N984DL,1247,LGA,ATL,93,762,21,57
165,7.0,7.0,0.01,93.0,36.0,35.0,34.0,29.88,29.9,29.9,0.34202,0.939693,0,1,0,2013,1,16,1324,-6,1603,-2,DL,N3763D,2043,JFK,ATL,129,760,13,24
166,10.0,11.0,0.0,36.0,76.0,60.0,47.0,30.09,30.11,30.11,-0.5,-0.866025,1,0,0,2013,10,3,1244,15,1516,18,UA,N441UA,352,EWR,LAS,306,2227,12,44
167,10.0,8.0,0.0,73.0,41.0,38.0,33.0,30.19,30.22,30.21,-0.984808,0.173648,0,1,0,2013,10,26,543,-2,826,-29,AA,N624AA,2243,JFK,MIA,147,1089,5,43
168,2.0,16.0,0.0,96.0,46.0,46.0,45.0,29.84,29.86,29.86,-0.173648,-0.984808,0,1,0,2013,1,30,1020,-5,1232,1,EV,N607LR,5026,EWR,DTW,84,488,10,20
169,10.0,9.0,0.0,57.0,39.0,34.0,25.0,30.26,30.28,30.28,-0.173648,0.984808,0,1,0,2013,1,15,1447,2,1657,23,EV,N15910,4596,EWR,STL,160,872,14,47
170,10.0,24.0,0.0,43.0,32.0,26.0,12.0,30.13,30.15,30.15,-0.866025,0.5,1,0,0,2013,11,28,835,-5,1114,-1,MQ,N518MQ,3419,LGA,ATL,114,762,8,35
171,10.0,6.0,0.0,61.0,51.0,45.0,38.0,29.76,29.78,29.78,0.866025,0.5,0,1,0,2013,10,23,816,1,1046,-9,DL,N694DL,1429,JFK,LAS,303,2248,8,16
172,10.0,16.0,0.0,44.0,37.0,30.0,17.0,29.9,29.92,29.92,-0.5,0.866025,1,0,0,2013,1,1,1840,-5,2055,25,MQ,N725MQ,4517,LGA,CRW,96,444,18,40
173,10.0,15.0,0.0,64.0,51.0,45.0,39.0,30.14,30.17,30.16,0.173648,0.984808,0,1,0,2013,4,23,1955,30,2238,13,DL,N989DL,1485,LGA,MCO,128,950,19,55
174,10.0,8.0,0.0,68.0,67.0,61.0,56.0,30.01,30.03,30.03,0.939693,0.34202,1,0,0,2013,9,26,1058,-2,1352,-16,UA,N76505,1479,EWR,LAX,334,2454,10,58
175,10.0,11.0,0.0,49.0,43.0,36.0,25.0,30.01,30.03,30.03,-0.984808,-0.173648,1,0,0,2013,1,6,2056,6,2203,1,B6,N523JB,1020,JFK,BOS,45,187,20,56
176,10.0,18.0,0.0,54.0,32.0,27.0,17.0,30.23,30.25,30.25,-0.939693,-0.34202,0,1,0,2013,12,11,1725,-5,2031,-15,B6,N784JB,359,JFK,BUR,346,2465,17,25
177,10.0,8.0,0.0,65.0,81.0,72.0,68.0,30.1,30.12,30.12,-0.5,-0.866025,1,0,0,2013,5,31,901,-5,1132,-31,UA,N461UA,224,EWR,IAH,180,1400,9,1
178,10.0,16.0,0.0,32.0,56.0,44.0,27.0,29.96,29.98,29.98,-0.984808,0.173648,1,0,0,2013,10,27,1601,1,1914,-13,DL,N912DL,2280,JFK,FLL,153,1069,16,1
179,10.0,11.0,0.0,67.0,41.0,37.0,31.0,30.43,30.45,30.45,-0.866025,-0.5,1,0,0,2013,1,8,1058,-2,1522,58,DL,N912DL,2044,LGA,MIA,152,1096,10,58
180,10.0,6.0,0.0,80.0,62.0,59.0,56.0,29.99,30.01,30.01,-0.173648,-0.984808,1,0,0,2013,9,30,1945,0,2233,-32,DL,N6705Y,1768,JFK,SLC,263,1990,19,45
181,10.0,7.0,0.0,75.0,64.0,59.0,56.0,29.98,30.01,30.0,1.22e-16,-1.0,0,1,0,2013,9,30,1822,-7,2003,-8,UA,N33266,1053,EWR,CLE,65,404,18,22
182,10.0,9.0,0.0,36.0,48.0,38.0,22.0,29.97,29.99,29.99,0.5,0.866025,0,1,0,2013,3,5,1509,1,1825,27,UA,N66056,1674,EWR,IAH,205,1400,15,9
183,10.0,13.0,0.0,73.0,36.0,33.0,28.0,30.13,30.15,30.15,-0.5,0.866025,1,0,0,2013,11,12,1138,3,1507,28,DL,N318NB,1875,LGA,TPA,163,1010,11,38
184,10.0,14.0,0.0,32.0,48.0,37.0,19.0,29.98,30.0,30.0,-0.866025,0.5,1,0,0,2013,11,23,1257,-2,1403,-16,EV,N22971,6049,EWR,IAD,50,212,12,57
185,3.0,10.0,0.0,71.0,21.0,19.0,13.0,30.16,30.18,30.18,-0.939693,-0.34202,0,1,0,2013,1,25,1814,54,2020,65,AA,N3CXAA,1351,JFK,ORD,128,740,18,14
186,10.0,15.0,0.0,62.0,57.0,50.0,44.0,29.94,29.96,29.96,-0.5,0.866025,1,0,0,2013,9,14,742,-4,943,0,B6,N197JB,1273,JFK,CHS,101,636,7,42
187,10.0,21.0,0.0,34.0,54.0,42.0,26.0,30.03,30.06,30.05,-0.766044,-0.642788,0,1,0,2013,10,26,1457,2,1759,3,UA,N14731,1744,LGA,IAH,207,1416,14,57
188,10.0,0.0,0.0,43.0,64.0,52.0,41.0,30.14,30.16,30.16,0.0,1.0,1,0,0,2013,5,17,2014,0,2322,-2,UA,N850UA,729,EWR,MIA,140,1085,20,14
189,10.0,20.0,0.0,24.0,23.0,17.0,-9.0,30.21,30.23,30.23,-0.34202,0.939693,1,0,0,2013,1,24,1247,-12,1402,-18,EV,N15912,4158,EWR,RIC,59,277,12,47
190,10.0,5.0,0.0,62.0,38.0,33.0,26.0,29.76,29.78,29.78,-0.34202,-0.939693,1,0,0,2013,3,24,2151,50,102,63,UA,N581UA,794,EWR,FLL,151,1065,21,51
191,10.0,14.0,0.0,74.0,80.0,74.0,71.0,30.17,30.19,30.19,-0.173648,-0.984808,0,1,0,2013,7,4,1607,17,1757,-8,WN,N225WN,262,EWR,DEN,207,1605,16,7
192,10.0,15.0,0.0,43.0,86.0,70.0,61.0,30.11,30.13,30.13,1.22e-16,-1.0,0,1,0,2013,8,21,1458,-1,1740,-16,UA,N853UA,998,EWR,SAN,308,2425,14,58
193,10.0,15.0,0.0,65.0,66.0,59.0,54.0,29.94,29.96,29.96,0.34202,0.939693,1,0,0,2013,7,25,659,-11,918,3,MQ,N717MQ,3547,LGA,XNA,167,1147,6,59
194,10.0,14.0,0.0,32.0,51.0,40.0,22.0,30.17,30.19,30.19,-0.866025,-0.5,0,1,0,2013,11,14,1629,-1,1739,-21,B6,N309JB,2302,JFK,BUF,58,301,16,29
195,10.0,15.0,0.0,38.0,40.0,32.0,16.0,29.65,29.67,29.67,-0.642788,0.766044,0,1,0,2013,3,3,1505,15,1641,1,MQ,N835MQ,4403,JFK,RDU,68,427,15,5
196,10.0,7.0,0.0,59.0,83.0,72.0,67.0,29.87,29.89,29.89,0.866025,-0.5,1,0,0,2013,8,28,911,-4,1156,-34,AA,N5EYAA,647,JFK,MIA,135,1089,9,11
197,10.0,18.0,0.0,78.0,60.0,56.0,53.0,30.18,30.2,30.2,0.5,0.866025,0,1,0,2013,10,10,1155,-5,1459,-16,UA,N512UA,766,JFK,SFO,345,2586,11,55
198,10.0,13.0,0.0,52.0,64.0,55.0,46.0,30.33,30.35,30.35,0.642788,0.766044,0,1,0,2013,10,9,1524,24,1638,7,UA,N439UA,258,EWR,ORD,97,719,15,24
199,10.0,8.0,0.0,68.0,50.0,45.0,40.0,30.18,30.2,30.2,-0.173648,-0.984808,0,1,0,2013,11,15,1718,-6,1959,6,UA,N536UA,509,LGA,DEN,240,1620,17,18
200,10.0,13.0,0.0,48.0,39.0,32.0,21.0,29.75,29.77,29.77,-0.34202,0.939693,0,1,0,2013,3,2,1019,24,1352,55,B6,N618JB,503,EWR,FLL,176,1065,10,19
201,10.0,17.0,0.0,38.0,43.0,34.0,19.0,30.25,30.27,30.27,-0.642788,0.766044,1,0,0,2013,1,5,1257,5,1545,-10,B6,N652JB,85,JFK,FLL,153,1069,12,57
202,10.0,17.0,0.0,57.0,37.0,32.0,23.0,29.81,29.83,29.83,-0.984808,-0.173648,1,0,0,2013,12,15,2119,4,2345,-3,EV,N17185,3810,EWR,ATL,115,746,21,19
203,10.0,5.0,0.0,49.0,45.0,38.0,27.0,30.58,30.6,30.6,0.5,-0.866025,1,0,0,2013,4,21,1954,145,2116,149,EV,N13988,4353,EWR,BNA,118,748,19,54
204,10.0,14.0,0.0,60.0,77.0,68.0,62.0,30.04,30.06,30.06,-0.173648,-0.984808,0,1,0,2013,5,31,1550,-10,1703,-15,US,N961UW,2134,LGA,BOS,41,184,15,50
205,10.0,8.0,0.0,51.0,69.0,58.0,50.0,30.2,30.22,30.22,0.173648,-0.984808,0,1,0,2013,9,9,1434,-5,1537,-30,9E,N8423C,3712,JFK,BWI,39,184,14,34
206,10.0,11.0,0.0,56.0,14.0,11.0,1.0,30.18,30.2,30.2,-0.34202,0.939693,1,0,0,2013,1,24,833,5,1107,2,B6,N283JB,611,JFK,JAX,113,828,8,33
207,10.0,0.0,0.0,62.0,37.0,33.0,25.0,30.47,30.49,30.49,0.0,1.0,0,1,0,2013,1,11,738,-2,1021,-24,UA,N73276,1179,EWR,TPA,141,997,7,38
208,10.0,18.0,0.0,33.0,67.0,52.0,37.0,30.16,30.18,30.18,-0.173648,-0.984808,0,1,0,2013,5,27,1433,51,1606,77,EV,N14953,3829,EWR,PWM,52,284,14,33
209,10.0,5.0,0.0,42.0,25.0,20.0,5.0,30.42,30.44,30.44,-2.45e-16,1.0,1,0,0,2013,2,7,557,-4,914,-4,UA,N12109,1030,JFK,LAX,346,2475,5,57
210,10.0,10.0,0.0,50.0,47.0,40.0,29.0,29.73,29.75,29.75,-0.939693,-0.34202,1,0,0,2013,3,26,1056,-4,1242,-23,DL,N361NB,1573,LGA,MEM,141,963,10,56
211,10.0,11.0,0.0,73.0,44.0,40.0,36.0,29.93,29.95,29.95,0.173648,-0.984808,0,1,0,2013,2,15,1724,25,2106,31,UA,N36447,1237,EWR,SAT,245,1569,17,24
212,10.0,16.0,0.0,43.0,97.0,79.0,71.0,29.97,30.0,29.99,-0.642788,-0.766044,0,1,0,2013,7,18,1451,5,1726,-19,UA,N24729,1744,LGA,IAH,198,1416,14,51
213,10.0,9.0,0.0,48.0,75.0,63.0,54.0,30.29,30.31,30.31,0.5,-0.866025,0,0,1,2013,8,24,1529,1,1710,-30,EV,N16561,4352,EWR,CVG,86,569,15,29
214,10.0,14.0,0.0,44.0,38.0,31.0,18.0,29.86,29.88,29.88,-1.0,-1.84e-16,1,0,0,2013,3,22,2121,-4,2245,-5,MQ,N515MQ,4660,LGA,BNA,124,764,21,21
215,8.0,9.0,0.0,94.0,75.0,74.0,73.0,29.84,29.86,29.86,-0.34202,-0.939693,1,0,0,2013,8,9,2111,111,2230,105,AA,N3FBAA,1762,JFK,BOS,50,187,21,11
216,10.0,14.0,0.0,50.0,79.0,67.0,59.0,29.81,29.84,29.83,-0.642788,0.766044,0,1,0,2013,9,8,1017,-3,1246,-23,B6,N630JB,53,JFK,PBI,128,1028,10,17
217,10.0,18.0,0.0,59.0,50.0,44.0,36.0,29.99,30.01,30.01,0.5,-0.866025,0,1,0,2013,3,31,1323,-2,1641,-9,VX,N622VA,411,JFK,LAX,352,2475,13,23
218,10.0,14.0,0.0,49.0,84.0,70.0,63.0,30.08,30.1,30.1,-0.34202,-0.939693,0,1,0,2013,8,20,1408,21,1515,2,UA,N469UA,772,EWR,ORD,104,719,14,8
219,10.0,20.0,0.0,37.0,53.0,42.0,27.0,30.1,30.12,30.12,-0.866025,-0.5,0,1,0,2013,11,11,1445,-5,1604,-12,9E,N8541D,2940,JFK,BWI,39,184,14,45
220,9.0,5.0,0.0,68.0,50.0,45.0,40.0,30.08,30.1,30.1,1.0,6.12e-17,0,1,0,2013,12,4,1550,0,1715,5,WN,N7739A,421,EWR,MDW,126,711,15,50
221,10.0,6.0,0.0,69.0,47.0,43.0,37.0,29.91,29.93,29.93,1.22e-16,-1.0,0,1,0,2013,12,2,1652,-8,2005,-20,AA,N3HEAA,2379,LGA,MIA,160,1096,16,52
222,10.0,10.0,0.0,38.0,80.0,64.0,52.0,30.09,30.11,30.11,-0.866025,0.5,0,1,0,2013,7,30,1713,7,2105,-6,B6,N639JB,803,JFK,SJU,205,1598,17,13
223,10.0,6.0,0.0,79.0,40.0,37.0,34.0,30.2,30.22,30.22,-0.766044,-0.642788,1,0,0,2013,10,28,706,-4,1018,-7,AA,N335AA,1345,JFK,MIA,156,1089,7,6
224,10.0,13.0,0.0,80.0,49.0,46.0,43.0,30.15,30.17,30.17,0.766044,-0.642788,0,1,0,2013,3,11,1650,-5,2032,5,DL,N324NB,1367,JFK,SAT,234,1587,16,50
225,10.0,11.0,0.0,46.0,85.0,70.0,62.0,29.74,29.76,29.76,-0.766044,0.642788,1,0,0,2013,7,24,1323,-7,1628,-10,B6,N554JB,431,LGA,SRQ,145,1047,13,23
226,2.0,15.0,0.03,93.0,57.0,56.0,55.0,30.22,30.24,30.24,0.939693,-0.34202,0,1,0,2013,5,19,1601,11,1857,-10,DL,N906DL,1982,LGA,MIA,138,1096,16,1
227,8.0,6.0,0.0,90.0,70.0,68.0,67.0,29.85,29.87,29.87,-0.984808,0.173648,0,1,0,2013,8,2,653,-2,916,10,US,N672AW,433,EWR,PHX,281,2133,6,53
228,8.0,9.0,0.0,71.0,43.0,39.0,34.0,30.02,30.04,30.04,-0.5,-0.866025,1,0,0,2013,2,15,1112,0,1309,-14,DL,N318NB,1573,LGA,MEM,157,963,11,12
229,10.0,6.0,0.0,63.0,46.0,41.0,34.0,30.2,30.22,30.22,-0.173648,0.984808,0,1,0,2013,12,1,1058,-2,1222,12,MQ,N520MQ,3230,JFK,DCA,39,213,10,58
230,10.0,14.0,0.0,53.0,43.0,37.0,27.0,29.58,29.6,29.6,-1.0,-1.84e-16,1,0,0,2013,2,28,2117,-8,2228,-22,MQ,N5PBMQ,4660,LGA,BNA,110,764,21,17
231,10.0,10.0,0.0,48.0,78.0,65.0,57.0,29.96,29.98,29.98,-0.939693,0.34202,1,0,0,2013,10,2,1118,-12,1323,-11,US,N154UW,1951,LGA,CLT,83,544,11,18
232,10.0,10.0,0.0,53.0,14.0,11.0,0.0,30.17,30.19,30.19,-2.45e-16,1.0,1,0,0,2013,1,24,739,-1,925,-2,EV,N10575,4099,EWR,STL,150,872,7,39
233,9.0,5.0,0.0,68.0,50.0,45.0,40.0,30.08,30.1,30.1,1.0,6.12e-17,0,1,0,2013,12,4,1507,-8,1644,-21,MQ,N618MQ,3231,JFK,PIT,67,340,15,7
234,8.0,7.0,0.0,90.0,73.0,71.0,70.0,30.02,30.04,30.04,-0.173648,-0.984808,0,1,0,2013,8,22,624,-6,831,-7,US,N162UW,2085,LGA,CLT,106,544,6,24
235,10.0,9.0,0.0,49.0,80.0,67.0,59.0,30.25,30.27,30.27,-0.5,-0.866025,1,0,0,2013,8,17,1213,-6,1353,-28,EV,N11199,4567,EWR,MCI,146,1092,12,13
236,10.0,14.0,0.0,49.0,43.0,36.0,25.0,29.91,29.93,29.93,-0.766044,0.642788,1,0,0,2013,3,27,840,5,1009,13,EV,N12540,4409,EWR,RIC,58,277,8,40
237,10.0,10.0,0.0,46.0,87.0,72.0,64.0,29.83,29.85,29.85,0.173648,0.984808,0,1,0,2013,8,27,1639,-6,1811,-16,B6,N374JB,2302,JFK,BUF,55,301,16,39
238,10.0,23.0,0.0,86.0,53.0,51.0,49.0,30.21,30.23,30.23,0.173648,-0.984808,0,1,0,2013,4,16,1625,-7,1816,-8,EV,N13956,4411,EWR,MEM,140,946,16,25
239,10.0,11.0,0.0,55.0,57.0,49.0,41.0,30.39,30.41,30.41,0.5,-0.866025,0,1,0,2013,5,3,1514,44,1654,53,FL,N924AT,721,LGA,CAK,55,397,15,14
240,10.0,6.0,0.0,64.0,70.0,62.0,57.0,29.98,30.0,30.0,-0.866025,-0.5,1,0,0,2013,5,10,931,31,1222,12,UA,N36444,1114,EWR,SEA,325,2402,9,31
241,10.0,18.0,0.0,33.0,67.0,52.0,37.0,30.16,30.18,30.18,-0.173648,-0.984808,0,1,0,2013,5,27,1434,-6,1617,-25,US,N538UW,1113,LGA,CLT,74,544,14,34
242,10.0,5.0,0.0,72.0,28.0,25.0,20.0,30.01,30.04,30.03,-0.984808,0.173648,1,0,0,2013,12,18,803,18,1044,-16,AA,N3EJAA,1111,LGA,DFW,194,1389,8,3
243,10.0,10.0,0.0,44.0,38.0,31.0,18.0,30.36,30.38,30.38,-0.642788,0.766044,1,0,0,2013,12,7,1737,-8,1902,-18,WN,N429WN,4161,LGA,MDW,131,725,17,37
244,2.0,14.0,0.16,93.0,62.0,61.0,60.0,29.89,29.91,29.91,0.984808,-0.173648,0,1,0,2013,6,7,950,0,1218,-2,VX,N847VA,251,JFK,LAS,300,2248,9,50
245,10.0,10.0,0.0,55.0,73.0,63.0,56.0,30.15,30.17,30.17,0.173648,-0.984808,0,1,0,2013,8,16,1810,5,2033,-7,DL,N3763D,569,JFK,ATL,119,760,18,10
246,10.0,7.0,0.0,90.0,60.0,58.0,57.0,29.65,29.67,29.67,-0.642788,-0.766044,1,0,0,2013,11,1,2000,-5,2125,-5,MQ,N521MQ,3604,EWR,ORD,114,719,20,0
247,10.0,13.0,0.0,49.0,42.0,35.0,24.0,30.04,30.06,30.06,-0.5,0.866025,1,0,0,2013,1,17,1644,9,1820,10,MQ,N0EGMQ,3695,EWR,ORD,128,719,16,44
248,10.0,13.0,0.0,34.0,81.0,63.0,50.0,29.85,29.87,29.87,-0.5,0.866025,0,1,0,2013,8,4,1443,-5,1634,-18,US,N564UW,1995,LGA,CLT,84,544,14,43
249,10.0,9.0,0.0,45.0,63.0,52.0,41.0,30.06,30.08,30.08,-2.45e-16,1.0,1,0,0,2013,4,8,1044,-3,1316,-31,UA,N464UA,251,EWR,IAH,187,1400,10,44
250,10.0,8.0,0.0,53.0,84.0,71.0,65.0,29.84,29.86,29.86,0.173648,0.984808,0,1,0,2013,8,27,1850,-10,2120,-34,UA,N13750,1128,LGA,IAH,163,1416,18,50
251,7.0,13.0,0.0,72.0,52.0,48.0,43.0,29.69,29.71,29.71,-0.5,-0.866025,0,1,0,2013,4,1,1051,1,1354,-8,DL,N908DE,1903,LGA,SRQ,158,1047,10,51
252,10.0,13.0,0.0,63.0,63.0,56.0,50.0,30.33,30.35,30.35,0.984808,-0.173648,0,1,0,2013,10,13,1641,-6,1905,4,EV,N13553,4294,EWR,SAV,102,708,16,41
253,10.0,11.0,0.0,65.0,66.0,59.0,54.0,29.87,29.89,29.89,-0.866025,0.5,1,0,0,2013,6,14,2338,43,58,39,B6,N304JB,112,JFK,BUF,57,301,23,38
254,10.0,9.0,0.0,36.0,29.0,23.0,5.0,30.48,30.51,30.5,-0.34202,0.939693,0,1,0,2013,12,25,1310,-5,1631,-26,US,N679AW,456,JFK,PHX,294,2153,13,10
255,10.0,7.0,0.0,60.0,38.0,33.0,25.0,29.76,29.78,29.78,1.22e-16,-1.0,1,0,0,2013,3,24,2019,-6,2259,-30,UA,N512UA,771,JFK,LAX,307,2475,20,19
256,10.0,13.0,0.0,90.0,62.0,60.0,59.0,30.05,30.07,30.07,0.939693,0.34202,1,0,0,2013,5,8,922,2,1153,-32,AA,N494AA,1739,EWR,DFW,181,1372,9,22
257,10.0,11.0,0.0,29.0,65.0,50.0,32.0,30.35,30.37,30.37,0.766044,0.642788,0,1,0,2013,9,17,1554,-6,1749,-29,9E,N604LR,3540,JFK,MSP,146,1029,15,54
258,5.0,8.0,0.0,82.0,31.0,29.0,26.0,29.91,29.93,29.93,0.642788,0.766044,0,1,0,2013,2,5,1412,12,1518,15,US,N949UW,2130,LGA,BOS,32,184,14,12
259,9.0,8.0,0.0,61.0,32.0,28.0,20.0,30.41,30.43,30.43,-0.766044,-0.642788,0,1,0,2013,1,28,808,-9,1055,-32,DL,N353NW,1109,LGA,TPA,147,1010,8,8
