,Unnamed: 0,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,month,day,dep_time,dep_delay,arr_time,arr_delay,flight,origin,air_time,distance,hour,minute
153,153,3.0,21.0,0.0,70.0,33.0,30.0,24.0,30.23,30.25,30.25,0.984808,0.173648,0,1,0,3,18,1607,0,1742,0,3354,2,33,187,16,7
154,154,0.12,3.0,0.0,100.0,41.0,41.0,41.0,29.67,29.69,29.69,0.5,0.866025,0,1,0,2,11,2010,1,2324,1,139,2,162,1074,20,10
155,155,5.0,13.0,0.0,86.0,49.0,47.0,45.0,29.69,29.71,29.71,-0.766044,-0.642788,1,0,0,4,1,923,0,1039,0,4636,2,60,199,9,23
156,156,9.0,5.0,0.0,82.0,43.0,41.0,38.0,29.61,29.63,29.63,-0.939693,-0.34202,1,0,0,2,28,816,0,922,0,4051,2,42,184,8,16
157,157,8.0,9.0,0.0,67.0,76.0,68.0,64.0,30.03,30.06,30.05,-0.34202,-0.939693,0,1,0,10,4,1122,0,1414,0,398,2,323,2475,11,22
158,158,10.0,5.0,0.0,40.0,64.0,52.0,39.0,30.07,30.09,30.09,-0.642788,0.766044,1,0,0,4,8,1150,0,1502,0,3,2,345,2475,11,50
159,159,10.0,9.0,0.0,78.0,66.0,62.0,59.0,30.01,30.03,30.03,1.22e-16,-1.0,0,1,0,9,20,1948,0,2112,0,695,2,106,733,19,48
160,160,0.625,5.0,0.0,97.0,56.0,55.0,55.0,29.95,29.98,29.97,0.642788,-0.766044,0,1,0,11,17,2019,1,2335,1,1201,2,144,1069,20,19
161,161,10.0,21.0,0.0,40.0,52.0,42.0,28.0,29.98,30.0,30.0,-0.939693,0.34202,1,0,0,11,10,1907,1,2053,1,3591,2,68,431,19,7
162,162,10.0,13.0,0.0,54.0,74.0,63.0,56.0,30.12,30.14,30.14,0.173648,-0.984808,0,1,0,6,9,1534,0,1721,0,1899,2,87,544,15,34
163,163,10.0,8.0,0.0,84.0,58.0,55.0,53.0,30.29,30.31,30.31,0.766044,-0.642788,1,0,0,5,18,1707,0,2020,0,1863,2,220,1587,17,7
164,164,10.0,10.0,0.0,44.0,36.0,29.0,16.0,30.33,30.35,30.35,-0.984808,-0.173648,1,0,0,11,13,2157,1,2355,1,1247,2,93,762,21,57
165,165,7.0,7.0,0.01,93.0,36.0,35.0,34.0,29.88,29.9,29.9,0.34202,0.939693,0,1,0,1,16,1324,0,1603,0,2043,2,129,760,13,24
166,166,10.0,11.0,0.0,36.0,76.0,60.0,47.0,30.09,30.11,30.11,-0.5,-0.866025,1,0,0,10,3,1244,1,1516,1,352,2,306,2227,12,44
167,167,10.0,8.0,0.0,73.0,41.0,38.0,33.0,30.19,30.22,30.21,-0.984808,0.173648,0,1,0,10,26,543,0,826,0,2243,2,147,1089,5,43
168,168,2.0,16.0,0.0,96.0,46.0,46.0,45.0,29.84,29.86,29.86,-0.173648,-0.984808,0,1,0,1,30,1020,0,1232,1,5026,2,84,488,10,20
169,169,10.0,9.0,0.0,57.0,39.0,34.0,25.0,30.26,30.28,30.28,-0.173648,0.984808,0,1,0,1,15,1447,1,1657,1,4596,2,160,872,14,47
170,170,10.0,24.0,0.0,43.0,32.0,26.0,12.0,30.13,30.15,30.15,-0.866025,0.5,1,0,0,11,28,835,0,1114,0,3419,2,114,762,8,35
171,171,10.0,6.0,0.0,61.0,51.0,45.0,38.0,29.76,29.78,29.78,0.866025,0.5,0,1,0,10,23,816,1,1046,0,1429,2,303,2248,8,16
172,172,10.0,16.0,0.0,44.0,37.0,30.0,17.0,29.9,29.92,29.92,-0.5,0.866025,1,0,0,1,1,1840,0,2055,1,4517,2,96,444,18,40
173,173,10.0,15.0,0.0,64.0,51.0,45.0,39.0,30.14,30.17,30.16,0.173648,0.984808,0,1,0,4,23,1955,1,2238,1,1485,2,128,950,19,55
174,174,10.0,8.0,0.0,68.0,67.0,61.0,56.0,30.01,30.03,30.03,0.939693,0.34202,1,0,0,9,26,1058,0,1352,0,1479,2,334,2454,10,58
175,175,10.0,11.0,0.0,49.0,43.0,36.0,25.0,30.01,30.03,30.03,-0.984808,-0.173648,1,0,0,1,6,2056,1,2203,1,1020,2,45,187,20,56
176,176,10.0,18.0,0.0,54.0,32.0,27.0,17.0,30.23,30.25,30.25,-0.939693,-0.34202,0,1,0,12,11,1725,0,2031,0,359,2,346,2465,17,25
177,177,10.0,8.0,0.0,65.0,81.0,72.0,68.0,30.1,30.12,30.12,-0.5,-0.866025,1,0,0,5,31,901,0,1132,0,224,2,180,1400,9,1
178,178,10.0,16.0,0.0,32.0,56.0,44.0,27.0,29.96,29.98,29.98,-0.984808,0.173648,1,0,0,10,27,1601,1,1914,0,2280,2,153,1069,16,1
179,179,10.0,11.0,0.0,67.0,41.0,37.0,31.0,30.43,30.45,30.45,-0.866025,-0.5,1,0,0,1,8,1058,0,1522,1,2044,2,152,1096,10,58
180,180,10.0,6.0,0.0,80.0,62.0,59.0,56.0,29.99,30.01,30.01,-0.173648,-0.984808,1,0,0,9,30,1945,0,2233,0,1768,2,263,1990,19,45
181,181,10.0,7.0,0.0,75.0,64.0,59.0,56.0,29.98,30.01,30.0,1.22e-16,-1.0,0,1,0,9,30,1822,0,2003,0,1053,2,65,404,18,22
182,182,10.0,9.0,0.0,36.0,48.0,38.0,22.0,29.97,29.99,29.99,0.5,0.866025,0,1,0,3,5,1509,1,1825,1,1674,2,205,1400,15,9
183,183,10.0,13.0,0.0,73.0,36.0,33.0,28.0,30.13,30.15,30.15,-0.5,0.866025,1,0,0,11,12,1138,1,1507,1,1875,2,163,1010,11,38
184,184,10.0,14.0,0.0,32.0,48.0,37.0,19.0,29.98,30.0,30.0,-0.866025,0.5,1,0,0,11,23,1257,0,1403,0,6049,2,50,212,12,57
185,185,3.0,10.0,0.0,71.0,21.0,19.0,13.0,30.16,30.18,30.18,-0.939693,-0.34202,0,1,0,1,25,1814,1,2020,1,1351,2,128,740,18,14
186,186,10.0,15.0,0.0,62.0,57.0,50.0,44.0,29.94,29.96,29.96,-0.5,0.866025,1,0,0,9,14,742,0,943,0,1273,2,101,636,7,42
187,187,10.0,21.0,0.0,34.0,54.0,42.0,26.0,30.03,30.06,30.05,-0.766044,-0.642788,0,1,0,10,26,1457,1,1759,1,1744,2,207,1416,14,57
188,188,10.0,0.0,0.0,43.0,64.0,52.0,41.0,30.14,30.16,30.16,0.0,1.0,1,0,0,5,17,2014,0,2322,0,729,2,140,1085,20,14
189,189,10.0,20.0,0.0,24.0,23.0,17.0,-9.0,30.21,30.23,30.23,-0.34202,0.939693,1,0,0,1,24,1247,0,1402,0,4158,2,59,277,12,47
190,190,10.0,5.0,0.0,62.0,38.0,33.0,26.0,29.76,29.78,29.78,-0.34202,-0.939693,1,0,0,3,24,2151,1,102,1,794,2,151,1065,21,51
191,191,10.0,14.0,0.0,74.0,80.0,74.0,71.0,30.17,30.19,30.19,-0.173648,-0.984808,0,1,0,7,4,1607,1,1757,0,262,2,207,1605,16,7
192,192,10.0,15.0,0.0,43.0,86.0,70.0,61.0,30.11,30.13,30.13,1.22e-16,-1.0,0,1,0,8,21,1458,0,1740,0,998,2,308,2425,14,58
193,193,10.0,15.0,0.0,65.0,66.0,59.0,54.0,29.94,29.96,29.96,0.34202,0.939693,1,0,0,7,25,659,0,918,1,3547,2,167,1147,6,59
194,194,10.0,14.0,0.0,32.0,51.0,40.0,22.0,30.17,30.19,30.19,-0.866025,-0.5,0,1,0,11,14,1629,0,1739,0,2302,2,58,301,16,29
195,195,10.0,15.0,0.0,38.0,40.0,32.0,16.0,29.65,29.67,29.67,-0.642788,0.766044,0,1,0,3,3,1505,1,1641,1,4403,2,68,427,15,5
196,196,10.0,7.0,0.0,59.0,83.0,72.0,67.0,29.87,29.89,29.89,0.866025,-0.5,1,0,0,8,28,911,0,1156,0,647,2,135,1089,9,11
197,197,10.0,18.0,0.0,78.0,60.0,56.0,53.0,30.18,30.2,30.2,0.5,0.866025,0,1,0,10,10,1155,0,1459,0,766,2,345,2586,11,55
198,198,10.0,13.0,0.0,52.0,64.0,55.0,46.0,30.33,30.35,30.35,0.642788,0.766044,0,1,0,10,9,1524,1,1638,1,258,2,97,719,15,24
199,199,10.0,8.0,0.0,68.0,50.0,45.0,40.0,30.18,30.2,30.2,-0.173648,-0.984808,0,1,0,11,15,1718,0,1959,1,509,2,240,1620,17,18
200,200,10.0,13.0,0.0,48.0,39.0,32.0,21.0,29.75,29.77,29.77,-0.34202,0.939693,0,1,0,3,2,1019,1,1352,1,503,2,176,1065,10,19
201,201,10.0,17.0,0.0,38.0,43.0,34.0,19.0,30.25,30.27,30.27,-0.642788,0.766044,1,0,0,1,5,1257,1,1545,0,85,2,153,1069,12,57
202,202,10.0,17.0,0.0,57.0,37.0,32.0,23.0,29.81,29.83,29.83,-0.984808,-0.173648,1,0,0,12,15,2119,1,2345,0,3810,2,115,746,21,19
203,203,10.0,5.0,0.0,49.0,45.0,38.0,27.0,30.58,30.6,30.6,0.5,-0.866025,1,0,0,4,21,1954,1,2116,1,4353,2,118,748,19,54
204,204,10.0,14.0,0.0,60.0,77.0,68.0,62.0,30.04,30.06,30.06,-0.173648,-0.984808,0,1,0,5,31,1550,0,1703,0,2134,2,41,184,15,50
205,205,10.0,8.0,0.0,51.0,69.0,58.0,50.0,30.2,30.22,30.22,0.173648,-0.984808,0,1,0,9,9,1434,0,1537,0,3712,2,39,184,14,34
206,206,10.0,11.0,0.0,56.0,14.0,11.0,1.0,30.18,30.2,30.2,-0.34202,0.939693,1,0,0,1,24,833,1,1107,1,611,2,113,828,8,33
207,207,10.0,0.0,0.0,62.0,37.0,33.0,25.0,30.47,30.49,30.49,0.0,1.0,0,1,0,1,11,738,0,1021,0,1179,2,141,997,7,38
208,208,10.0,18.0,0.0,33.0,67.0,52.0,37.0,30.16,30.18,30.18,-0.173648,-0.984808,0,1,0,5,27,1433,1,1606,1,3829,2,52,284,14,33
209,209,10.0,5.0,0.0,42.0,25.0,20.0,5.0,30.42,30.44,30.44,-2.45e-16,1.0,1,0,0,2,7,557,0,914,0,1030,2,346,2475,5,57
210,210,10.0,10.0,0.0,50.0,47.0,40.0,29.0,29.73,29.75,29.75,-0.939693,-0.34202,1,0,0,3,26,1056,0,1242,0,1573,2,141,963,10,56
211,211,10.0,11.0,0.0,73.0,44.0,40.0,36.0,29.93,29.95,29.95,0.173648,-0.984808,0,1,0,2,15,1724,1,2106,1,1237,2,245,1569,17,24
212,212,10.0,16.0,0.0,43.0,97.0,79.0,71.0,29.97,30.0,29.99,-0.642788,-0.766044,0,1,0,7,18,1451,1,1726,0,1744,2,198,1416,14,51
213,213,10.0,9.0,0.0,48.0,75.0,63.0,54.0,30.29,30.31,30.31,0.5,-0.866025,0,0,1,8,24,1529,1,1710,0,4352,2,86,569,15,29
214,214,10.0,14.0,0.0,44.0,38.0,31.0,18.0,29.86,29.88,29.88,-1.0,-1.84e-16,1,0,0,3,22,2121,0,2245,0,4660,2,124,764,21,21
215,215,8.0,9.0,0.0,94.0,75.0,74.0,73.0,29.84,29.86,29.86,-0.34202,-0.939693,1,0,0,8,9,2111,1,2230,1,1762,2,50,187,21,11
216,216,10.0,14.0,0.0,50.0,79.0,67.0,59.0,29.81,29.84,29.83,-0.642788,0.766044,0,1,0,9,8,1017,0,1246,0,53,2,128,1028,10,17
217,217,10.0,18.0,0.0,59.0,50.0,44.0,36.0,29.99,30.01,30.01,0.5,-0.866025,0,1,0,3,31,1323,0,1641,0,411,2,352,2475,13,23
218,218,10.0,14.0,0.0,49.0,84.0,70.0,63.0,30.08,30.1,30.1,-0.34202,-0.939693,0,1,0,8,20,1408,1,1515,1,772,2,104,719,14,8
219,219,10.0,20.0,0.0,37.0,53.0,42.0,27.0,30.1,30.12,30.12,-0.866025,-0.5,0,1,0,11,11,1445,0,1604,0,2940,2,39,184,14,45
220,220,9.0,5.0,0.0,68.0,50.0,45.0,40.0,30.08,30.1,30.1,1.0,6.12e-17,0,1,0,12,4,1550,0,1715,1,421,2,126,711,15,50
221,221,10.0,6.0,0.0,69.0,47.0,43.0,37.0,29.91,29.93,29.93,1.22e-16,-1.0,0,1,0,12,2,1652,0,2005,0,2379,2,160,1096,16,52
222,222,10.0,10.0,0.0,38.0,80.0,64.0,52.0,30.09,30.11,30.11,-0.866025,0.5,0,1,0,7,30,1713,1,2105,0,803,2,205,1598,17,13
223,223,10.0,6.0,0.0,79.0,40.0,37.0,34.0,30.2,30.22,30.22,-0.766044,-0.642788,1,0,0,10,28,706,0,1018,0,1345,2,156,1089,7,6
224,224,10.0,13.0,0.0,80.0,49.0,46.0,43.0,30.15,30.17,30.17,0.766044,-0.642788,0,1,0,3,11,1650,0,2032,1,1367,2,234,1587,16,50
225,225,10.0,11.0,0.0,46.0,85.0,70.0,62.0,29.74,29.76,29.76,-0.766044,0.642788,1,0,0,7,24,1323,0,1628,0,431,2,145,1047,13,23
226,226,2.0,15.0,0.03,93.0,57.0,56.0,55.0,30.22,30.24,30.24,0.939693,-0.34202,0,1,0,5,19,1601,1,1857,0,1982,2,138,1096,16,1
227,227,8.0,6.0,0.0,90.0,70.0,68.0,67.0,29.85,29.87,29.87,-0.984808,0.173648,0,1,0,8,2,653,0,916,1,433,2,281,2133,6,53
228,228,8.0,9.0,0.0,71.0,43.0,39.0,34.0,30.02,30.04,30.04,-0.5,-0.866025,1,0,0,2,15,1112,0,1309,0,1573,2,157,963,11,12
229,229,10.0,6.0,0.0,63.0,46.0,41.0,34.0,30.2,30.22,30.22,-0.173648,0.984808,0,1,0,12,1,1058,0,1222,1,3230,2,39,213,10,58
230,230,10.0,14.0,0.0,53.0,43.0,37.0,27.0,29.58,29.6,29.6,-1.0,-1.84e-16,1,0,0,2,28,2117,0,2228,0,4660,2,110,764,21,17
231,231,10.0,10.0,0.0,48.0,78.0,65.0,57.0,29.96,29.98,29.98,-0.939693,0.34202,1,0,0,10,2,1118,0,1323,0,1951,2,83,544,11,18
232,232,10.0,10.0,0.0,53.0,14.0,11.0,0.0,30.17,30.19,30.19,-2.45e-16,1.0,1,0,0,1,24,739,0,925,0,4099,2,150,872,7,39
233,233,9.0,5.0,0.0,68.0,50.0,45.0,40.0,30.08,30.1,30.1,1.0,6.12e-17,0,1,0,12,4,1507,0,1644,0,3231,2,67,340,15,7
234,234,8.0,7.0,0.0,90.0,73.0,71.0,70.0,30.02,30.04,30.04,-0.173648,-0.984808,0,1,0,8,22,624,0,831,0,2085,2,106,544,6,24
235,235,10.0,9.0,0.0,49.0,80.0,67.0,59.0,30.25,30.27,30.27,-0.5,-0.866025,1,0,0,8,17,1213,0,1353,0,4567,2,146,1092,12,13
236,236,10.0,14.0,0.0,49.0,43.0,36.0,25.0,29.91,29.93,29.93,-0.766044,0.642788,1,0,0,3,27,840,1,1009,1,4409,2,58,277,8,40
237,237,10.0,10.0,0.0,46.0,87.0,72.0,64.0,29.83,29.85,29.85,0.173648,0.984808,0,1,0,8,27,1639,0,1811,0,2302,2,55,301,16,39
238,238,10.0,23.0,0.0,86.0,53.0,51.0,49.0,30.21,30.23,30.23,0.173648,-0.984808,0,1,0,4,16,1625,0,1816,0,4411,2,140,946,16,25
239,239,10.0,11.0,0.0,55.0,57.0,49.0,41.0,30.39,30.41,30.41,0.5,-0.866025,0,1,0,5,3,1514,1,1654,1,721,2,55,397,15,14
240,240,10.0,6.0,0.0,64.0,70.0,62.0,57.0,29.98,30.0,30.0,-0.866025,-0.5,1,0,0,5,10,931,1,1222,1,1114,2,325,2402,9,31
241,241,10.0,18.0,0.0,33.0,67.0,52.0,37.0,30.16,30.18,30.18,-0.173648,-0.984808,0,1,0,5,27,1434,0,1617,0,1113,2,74,544,14,34
242,242,10.0,5.0,0.0,72.0,28.0,25.0,20.0,30.01,30.04,30.03,-0.984808,0.173648,1,0,0,12,18,803,1,1044,0,1111,2,194,1389,8,3
243,243,10.0,10.0,0.0,44.0,38.0,31.0,18.0,30.36,30.38,30.38,-0.642788,0.766044,1,0,0,12,7,1737,0,1902,0,4161,2,131,725,17,37
244,244,2.0,14.0,0.16,93.0,62.0,61.0,60.0,29.89,29.91,29.91,0.984808,-0.173648,0,1,0,6,7,950,0,1218,0,251,2,300,2248,9,50
245,245,10.0,10.0,0.0,55.0,73.0,63.0,56.0,30.15,30.17,30.17,0.173648,-0.984808,0,1,0,8,16,1810,1,2033,0,569,2,119,760,18,10
246,246,10.0,7.0,0.0,90.0,60.0,58.0,57.0,29.65,29.67,29.67,-0.642788,-0.766044,1,0,0,11,1,2000,0,2125,0,3604,2,114,719,20,0
247,247,10.0,13.0,0.0,49.0,42.0,35.0,24.0,30.04,30.06,30.06,-0.5,0.866025,1,0,0,1,17,1644,1,1820,1,3695,2,128,719,16,44
248,248,10.0,13.0,0.0,34.0,81.0,63.0,50.0,29.85,29.87,29.87,-0.5,0.866025,0,1,0,8,4,1443,0,1634,0,1995,2,84,544,14,43
249,249,10.0,9.0,0.0,45.0,63.0,52.0,41.0,30.06,30.08,30.08,-2.45e-16,1.0,1,0,0,4,8,1044,0,1316,0,251,2,187,1400,10,44
250,250,10.0,8.0,0.0,53.0,84.0,71.0,65.0,29.84,29.86,29.86,0.173648,0.984808,0,1,0,8,27,1850,0,2120,0,1128,2,163,1416,18,50
251,251,7.0,13.0,0.0,72.0,52.0,48.0,43.0,29.69,29.71,29.71,-0.5,-0.866025,0,1,0,4,1,1051,1,1354,0,1903,2,158,1047,10,51
252,252,10.0,13.0,0.0,63.0,63.0,56.0,50.0,30.33,30.35,30.35,0.984808,-0.173648,0,1,0,10,13,1641,0,1905,1,4294,2,102,708,16,41
253,253,10.0,11.0,0.0,65.0,66.0,59.0,54.0,29.87,29.89,29.89,-0.866025,0.5,1,0,0,6,14,2338,1,58,1,112,2,57,301,23,38
254,254,10.0,9.0,0.0,36.0,29.0,23.0,5.0,30.48,30.51,30.5,-0.34202,0.939693,0,1,0,12,25,1310,0,1631,0,456,2,294,2153,13,10
255,255,10.0,7.0,0.0,60.0,38.0,33.0,25.0,29.76,29.78,29.78,1.22e-16,-1.0,1,0,0,3,24,2019,0,2259,0,771,2,307,2475,20,19
256,256,10.0,13.0,0.0,90.0,62.0,60.0,59.0,30.05,30.07,30.07,0.939693,0.34202,1,0,0,5,8,922,1,1153,0,1739,2,181,1372,9,22
257,257,10.0,11.0,0.0,29.0,65.0,50.0,32.0,30.35,30.37,30.37,0.766044,0.642788,0,1,0,9,17,1554,0,1749,0,3540,2,146,1029,15,54
258,258,5.0,8.0,0.0,82.0,31.0,29.0,26.0,29.91,29.93,29.93,0.642788,0.766044,0,1,0,2,5,1412,1,1518,1,2130,2,32,184,14,12
259,259,9.0,8.0,0.0,61.0,32.0,28.0,20.0,30.41,30.43,30.43,-0.766044,-0.642788,0,1,0,1,28,808,0,1055,0,1109,2,147,1010,8,8
260,260,10.0,15.0,0.0,57.0,56.0,49.0,41.0,30.26,30.28,30.28,0.642788,-0.766044,0,1,0,5,5,1315,0,1433,0,3765,2,112,719,13,15
261,261,10.0,0.0,0.0,83.0,54.0,51.0,49.0,30.26,30.28,30.28,0.0,1.0,1,0,0,10,14,2104,0,2330,0,475,2,180,1400,21,4
262,262,2.0,0.0,0.0,94.0,74.0,73.0,72.0,29.75,29.77,29.77,0.0,1.0,1,0,0,9,3,725,1,834,1,465,2,107,738,7,25
263,263,10.0,10.0,0.0,72.0,82.0,75.0,72.0,30.23,30.25,30.25,-0.984808,-0.173648,1,0,0,7,15,708,0,845,0,699,2,254,2133,7,8
264,264,6.0,11.0,0.0,85.0,77.0,74.0,72.0,30.05,30.07,30.07,-0.766044,-0.642788,1,0,0,6,24,820,0,1015,1,5817,2,140,946,8,20
265,265,10.0,8.0,0.0,88.0,76.0,73.0,72.0,30.21,30.23,30.23,-0.866025,-0.5,0,1,0,7,5,654,0,908,0,1547,2,105,762,6,54
266,266,10.0,6.0,0.0,70.0,65.0,59.0,55.0,29.93,29.96,29.95,-0.766044,0.642788,1,0,0,6,15,626,0,750,0,753,2,62,404,6,26
267,267,10.0,17.0,0.0,27.0,40.0,30.0,8.0,30.04,30.06,30.06,-0.984808,0.173648,1,0,0,4,2,2139,1,2359,1,3817,2,120,642,21,39
268,268,0.25,9.0,0.0,93.0,60.0,59.0,58.0,30.06,30.09,30.08,0.642788,-0.766044,0,1,0,11,17,1429,1,1626,1,1373,2,96,636,14,29
269,269,10.0,17.0,0.0,57.0,73.0,63.0,57.0,29.92,29.94,29.94,-0.173648,-0.984808,0,1,0,6,15,1700,0,1833,0,1085,2,74,541,17,0
270,270,10.0,8.0,0.0,63.0,82.0,73.0,68.0,29.94,29.96,29.96,-0.766044,-0.642788,1,0,0,7,7,2209,1,227,1,2065,2,140,1069,22,9
271,271,10.0,15.0,0.0,52.0,37.0,31.0,21.0,29.87,29.88,29.89,-1.0,-1.84e-16,1,0,0,3,22,2205,1,3,1,4672,2,151,872,22,5
272,272,6.0,10.0,0.0,93.0,69.0,68.0,67.0,30.04,30.06,30.06,0.766044,-0.642788,0,1,0,10,6,2255,0,28,1,486,2,55,264,22,55
273,273,10.0,3.0,0.0,63.0,29.0,25.0,18.0,30.39,30.41,30.41,-0.34202,-0.939693,0,1,0,2,10,2001,0,2233,0,405,2,130,937,20,1
274,274,10.0,17.0,0.0,69.0,73.0,66.0,62.0,30.06,30.08,30.08,-0.173648,-0.984808,0,1,0,5,30,1806,1,2048,1,1269,2,134,1023,18,6
275,275,10.0,14.0,0.0,41.0,28.0,22.0,7.0,30.1,30.12,30.12,-0.766044,-0.642788,0,1,0,2,2,1831,1,2032,0,1225,2,91,509,18,31
276,276,3.0,8.0,0.0,96.0,62.0,61.0,61.0,29.89,29.91,29.91,1.22e-16,-1.0,0,1,0,5,23,639,0,833,0,311,2,214,1605,6,39
277,277,10.0,18.0,0.0,51.0,92.0,77.0,71.0,30.07,30.1,30.09,-0.766044,-0.642788,0,1,0,7,6,1300,0,1456,0,4909,2,90,655,13,0
278,278,10.0,10.0,0.0,60.0,43.0,38.0,30.0,29.88,29.9,29.9,-0.984808,0.173648,1,0,0,3,13,800,1,946,1,4099,2,136,872,8,0
279,279,10.0,9.0,0.0,78.0,65.0,61.0,58.0,30.09,30.12,30.11,-0.34202,-0.939693,0,1,0,9,15,2112,1,2246,1,4672,2,130,872,21,12
280,280,10.0,23.0,0.0,52.0,47.0,40.0,30.0,29.9,29.92,29.92,-0.642788,0.766044,1,0,0,11,7,2007,1,2335,1,1078,2,239,1569,20,7
281,281,10.0,15.0,0.0,50.0,21.0,17.0,5.0,30.27,30.29,30.29,-0.984808,0.173648,1,0,0,2,2,558,0,841,0,1627,2,145,1023,5,58
282,282,10.0,14.0,0.0,68.0,70.0,63.0,59.0,30.01,30.03,30.03,-0.173648,0.984808,1,0,0,7,26,856,0,1159,1,1885,2,130,950,8,56
283,283,6.0,8.0,0.03,93.0,58.0,57.0,56.0,30.14,30.16,30.16,0.939693,-0.34202,0,1,0,5,28,1917,1,2107,1,4649,2,155,1020,19,17
284,284,0.12,13.0,0.04,96.0,53.0,52.0,52.0,29.9,29.92,29.92,-0.173648,-0.984808,0,1,0,12,23,1335,1,1650,1,1639,2,167,1080,13,35
285,285,10.0,11.0,0.0,51.0,84.0,71.0,64.0,29.7,29.72,29.72,-0.642788,0.766044,1,0,0,7,24,904,0,1217,0,874,2,151,1096,9,4
286,286,10.0,13.0,0.0,52.0,37.0,31.0,21.0,29.89,29.91,29.91,-0.766044,0.642788,0,1,0,3,27,622,0,755,0,4334,2,74,463,6,22
287,287,6.0,9.0,0.02,89.0,52.0,50.0,49.0,30.17,30.19,30.19,-0.5,-0.866025,0,1,0,11,22,1011,0,1312,0,1174,2,150,1035,10,11
288,288,8.0,8.0,0.0,79.0,70.0,66.0,63.0,30.06,30.08,30.08,0.34202,-0.939693,0,1,0,5,29,1450,0,1749,0,377,2,162,1076,14,50
289,289,5.0,13.0,0.0,90.0,68.0,66.0,65.0,30.05,30.07,30.07,1.0,6.12e-17,0,1,0,10,6,1832,0,2202,1,389,2,333,2586,18,32
290,290,10.0,10.0,0.0,65.0,40.0,36.0,29.0,30.09,30.11,30.11,-0.984808,0.173648,1,0,0,10,25,749,0,916,0,3363,2,68,427,7,49
291,291,9.0,18.0,0.0,61.0,33.0,29.0,21.0,30.1,30.12,30.12,-1.0,-1.84e-16,1,0,0,12,31,1644,1,1948,1,283,2,155,944,16,44
292,292,10.0,7.0,0.0,58.0,42.0,36.0,28.0,30.12,30.14,30.14,-0.766044,-0.642788,1,0,0,12,19,2012,1,2306,1,1435,2,144,1010,20,12
293,293,6.0,16.0,0.0,82.0,35.0,33.0,30.0,29.89,29.91,29.91,-0.939693,0.34202,0,1,0,12,10,1521,1,1801,1,3359,2,108,427,15,21
294,294,10.0,6.0,0.0,67.0,60.0,54.0,49.0,30.26,30.28,30.28,0.766044,-0.642788,0,1,0,10,14,1725,0,2040,0,193,2,345,2565,17,25
295,295,10.0,13.0,0.0,41.0,82.0,66.0,56.0,30.09,30.11,30.11,-0.173648,-0.984808,0,1,0,7,31,1401,0,1608,0,4181,2,158,1092,14,1
296,296,10.0,15.0,0.0,46.0,51.0,42.0,31.0,30.16,30.18,30.18,-0.173648,0.984808,1,0,0,11,3,1526,0,1830,1,573,2,147,997,15,26
297,297,9.0,0.0,0.0,64.0,49.0,44.0,37.0,30.09,30.11,30.11,0.0,1.0,0,1,0,12,4,1345,0,1536,0,4100,2,150,946,13,45
298,298,10.0,6.0,0.0,79.0,41.0,38.0,35.0,29.92,29.94,29.94,-0.34202,-0.939693,0,1,0,2,15,2106,0,2356,0,1692,2,151,937,21,6
299,299,9.0,15.0,0.0,89.0,38.0,37.0,35.0,29.74,29.76,29.76,0.5,0.866025,0,1,0,3,19,816,1,1146,1,397,2,357,2586,8,16
300,300,9.0,16.0,0.0,94.0,75.0,74.0,73.0,29.92,29.94,29.94,1.22e-16,-1.0,0,1,0,8,9,755,0,1016,1,561,2,229,1620,7,55
301,301,10.0,0.0,0.0,83.0,49.0,47.0,44.0,30.31,30.33,30.33,0.0,1.0,1,0,0,11,16,900,0,1129,0,394,2,119,746,9,0
302,302,10.0,14.0,0.0,61.0,67.0,59.0,53.0,30.1,30.12,30.12,1.22e-16,-1.0,0,1,0,9,15,1708,1,1926,1,511,2,295,2227,17,8
303,303,10.0,6.0,0.0,74.0,53.0,49.0,45.0,30.21,30.23,30.23,0.766044,-0.642788,1,0,0,4,29,2011,0,2223,0,4662,2,102,762,20,11
304,304,10.0,7.0,0.0,49.0,44.0,37.0,26.0,29.67,29.69,29.69,-0.642788,0.766044,0,1,0,3,1,1559,0,1754,1,4415,2,73,431,15,59
305,305,10.0,10.0,0.0,69.0,79.0,72.0,68.0,29.96,29.99,29.98,0.173648,-0.984808,0,1,0,8,12,1506,1,1802,1,1813,2,131,944,15,6
306,306,10.0,16.0,0.0,35.0,55.0,43.0,28.0,30.03,30.05,30.05,-0.984808,-0.173648,1,0,0,5,13,1028,0,1138,0,3826,2,48,282,10,28
307,307,10.0,18.0,0.0,55.0,22.0,18.0,8.0,29.94,29.96,29.96,-0.939693,0.34202,1,0,0,1,22,626,0,843,0,135,2,240,1620,6,26
308,308,10.0,11.0,0.0,72.0,58.0,53.0,49.0,30.25,30.27,30.27,1.22e-16,-1.0,0,1,0,11,6,1613,1,1824,1,4667,2,168,1008,16,13
